ndc,fei,registrant,country,anda,nda,bla,linkage_method,api_mfr
80425-0515,3014319211,Steril-Gene Life Sciences Private Limited,IN,ANDA-217001,,,SPL_DUNS_FEI,
72789-043,2434498,Barr Laboratories Inc.,US,ANDA-040159,,,ADDRESS_MATCH,
72789-043,3000718267,Barr Laboratories LLC,US,ANDA-040159,,,ADDRESS_MATCH,
70069-727,3014362214,Maiva Pharma Private Limited,IN,ANDA-217689,,,SPL_DUNS_FEI,
70069-728,3014362214,Maiva Pharma Private Limited,IN,ANDA-217689,,,SPL_DUNS_FEI,
16714-849,3007938603,Zydus Lifesciences Limited,IN,ANDA-208961,,,SPL_DUNS_FEI,
16714-850,3007938603,Zydus Lifesciences Limited,IN,ANDA-208961,,,SPL_DUNS_FEI,
16714-851,3007938603,Zydus Lifesciences Limited,IN,ANDA-208961,,,SPL_DUNS_FEI,
68071-4355,3006370524,Alkem Laboratories Limited,IN,ANDA-090836,,,SPL_DUNS_FEI,
50228-495,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-216327,,,SPL_DUNS_FEI,
50228-496,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-216327,,,SPL_DUNS_FEI,
50228-497,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-216327,,,SPL_DUNS_FEI,
50228-498,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-216327,,,SPL_DUNS_FEI,
50228-499,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-216327,,,SPL_DUNS_FEI,
50228-500,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-216327,,,SPL_DUNS_FEI,
68071-4104,3004011473,Intas Pharmaceuticals Limited,IN,ANDA-202446,,,SPL_DUNS_FEI,
68071-4104,3003157498,Intas Pharmaceuticals Limited,IN,ANDA-202446,,,SPL_DUNS_FEI,
70518-4020,3004021229,Aurobindo Pharma Limited,IN,ANDA-077731,,,SPL_DUNS_FEI,
62332-583,3015685305,Alembic Pharmaceuticals Limited,IN,ANDA-214340,,,SPL_DUNS_FEI,
63187-533,3002807742,Teva Canada Limited,CA,ANDA-060456,,,ADDRESS_MATCH,
83270-007,3017501030,ONESOURCE SPECIALTY PHARMA LIMITED,IN,ANDA-216729,,,SPL_DUNS_FEI,
83270-008,3017501030,ONESOURCE SPECIALTY PHARMA LIMITED,IN,ANDA-216729,,,SPL_DUNS_FEI,
83270-006,3017501030,ONESOURCE SPECIALTY PHARMA LIMITED,IN,ANDA-216729,,,SPL_DUNS_FEI,
63323-811,3005746589,Mitim S.r.l.,IT,ANDA-206199,,,SPL_DUNS_FEI,
53746-711,3010254278,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-075109,,,ADDRESS_MATCH,
53746-711,3005263655,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-075109,,,ADDRESS_MATCH,
53746-713,3010254278,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-075109,,,ADDRESS_MATCH,
53746-713,3005263655,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-075109,,,ADDRESS_MATCH,
63629-2508,3006026405,Zydus Lifesciences Limited,IN,ANDA-208989,,,SPL_DUNS_FEI,
71335-0433,3004011473,Intas Pharmaceuticals Limited,IN,ANDA-090121,,,SPL_DUNS_FEI,
71335-0433,3003157498,Intas Pharmaceuticals Limited,IN,ANDA-090121,,,SPL_DUNS_FEI,
70518-4481,3006370524,Alkem Laboratories Limited,IN,ANDA-207799,,,SPL_DUNS_FEI,
60505-3275,3002906944,Apotex Inc.,CA,ANDA-091265,,,ADDRESS_MATCH,
60505-3276,3002906944,Apotex Inc.,CA,ANDA-091265,,,ADDRESS_MATCH,
60505-3277,3002906944,Apotex Inc.,CA,ANDA-091265,,,ADDRESS_MATCH,
60505-3278,3002906944,Apotex Inc.,CA,ANDA-091265,,,ADDRESS_MATCH,
71610-816,3002808385,"Taro Pharmaceuticals U.S.A., Inc.",IL,ANDA-075074,,,SPL_DUNS_FEI,
0143-9983,3002807173,"HIKMA FARMACEUTICA (PORTUGAL), S.A.",PT,ANDA-065143,,,SPL_DUNS_FEI,
0143-9665,3002807173,"HIKMA FARMACEUTICA (PORTUGAL), S.A.",PT,ANDA-065143,,,SPL_DUNS_FEI,
50268-520,3005406526,Hetero Labs Limited,IN,ANDA-090200,,,SPL_DUNS_FEI,
50268-521,3005406526,Hetero Labs Limited,IN,ANDA-090200,,,SPL_DUNS_FEI,
55466-101,3009993897,"NEOLPHARMA, INC.",US,ANDA-208737,,,SPL_DUNS_FEI,
55466-102,3009993897,"NEOLPHARMA, INC.",US,ANDA-208737,,,SPL_DUNS_FEI,
55466-103,3009993897,"NEOLPHARMA, INC.",US,ANDA-208737,,,SPL_DUNS_FEI,
63629-8660,2450054,L. Perrigo Company,US,ANDA-076793,,,ADDRESS_MATCH,
60760-909,3005259207,Piramal Pharma Limited,IN,ANDA-073556,,,SPL_DUNS_FEI,
65862-520,3007373532,Aurobindo Pharma Limited,IN,ANDA-200429,,,SPL_DUNS_FEI,
65862-521,3007373532,Aurobindo Pharma Limited,IN,ANDA-200429,,,SPL_DUNS_FEI,
65862-522,3007373532,Aurobindo Pharma Limited,IN,ANDA-200429,,,SPL_DUNS_FEI,
50090-1830,3004021229,Aurobindo Pharma Limited,IN,ANDA-065489,,,SPL_DUNS_FEI,
69238-1303,3010661577,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-209613,,,SPL_DUNS_FEI,
69238-1304,3010661577,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-209613,,,SPL_DUNS_FEI,
76282-446,3003950641,"InvaGen Pharmaceuticals, Inc",US,ANDA-204058,,,SPL_DUNS_FEI,
76282-447,3003950641,"InvaGen Pharmaceuticals, Inc",US,ANDA-204058,,,SPL_DUNS_FEI,
76282-448,3003950641,"InvaGen Pharmaceuticals, Inc",US,ANDA-204058,,,SPL_DUNS_FEI,
72189-584,3003802432,"Qilu Pharmaceutical Co., Ltd.",CN,ANDA-203661,,,SPL_DUNS_FEI,
72189-584,3009831352,"Qilu Antibiotics Pharmaceutical Co., Ltd.",CN,ANDA-203661,,,SPL_DUNS_FEI,
71335-2516,3003999190,"Zhejiang Huahai Pharmaceutical Co., Ltd.",CN,ANDA-212682,,,SPL_DUNS_FEI,
71335-1163,1510690,West-Ward Columbus Inc.,US,ANDA-078633,,,SPL_DUNS_FEI,
71335-1163,1510690,Hikma Pharmaceuticals USA Inc.,US,ANDA-078633,,,SPL_DUNS_FEI,
70710-1157,3005430968,Zydus Lifesciences Limited,IN,ANDA-212308,,,SPL_DUNS_FEI,
70710-1158,3005430968,Zydus Lifesciences Limited,IN,ANDA-212308,,,SPL_DUNS_FEI,
76420-832,3004446312,Aurobindo Pharma Limited,IN,ANDA-065271,,,SPL_DUNS_FEI,
76420-833,3004446312,Aurobindo Pharma Limited,IN,ANDA-065271,,,SPL_DUNS_FEI,
72603-234,3010625707,"Nanjing King-Friend Biochemical Pharmaceutical Co.,Ltd",CN,ANDA-211007,,,SPL_DUNS_FEI,
72603-179,3010625707,"Nanjing King-Friend Biochemical Pharmaceutical Co.,Ltd",CN,ANDA-211007,,,SPL_DUNS_FEI,
72603-267,3010625707,"Nanjing King-Friend Biochemical Pharmaceutical Co.,Ltd",CN,ANDA-211007,,,SPL_DUNS_FEI,
72603-412,3010625707,"Nanjing King-Friend Biochemical Pharmaceutical Co.,Ltd",CN,ANDA-211007,,,SPL_DUNS_FEI,
72603-214,3010625707,"Nanjing King-Friend Biochemical Pharmaceutical Co.,Ltd",CN,ANDA-211007,,,SPL_DUNS_FEI,
72603-501,3010625707,"Nanjing King-Friend Biochemical Pharmaceutical Co.,Ltd",CN,ANDA-211007,,,SPL_DUNS_FEI,
70518-3651,3002806661,Changzhou Pharmaceutical Factory,CN,ANDA-207408,,,SPL_DUNS_FEI,
59651-425,3007373532,Aurobindo Pharma Limited,IN,ANDA-214729,,,SPL_DUNS_FEI,
59651-424,3007373532,Aurobindo Pharma Limited,IN,ANDA-214729,,,SPL_DUNS_FEI,
71335-2282,3010228235,"Torrent Pharma, Inc.",IN,ANDA-078858,,,SPL_DUNS_FEI,
71335-2282,3005029956,"Torrent Pharma, Inc.",IN,ANDA-078858,,,SPL_DUNS_FEI,
55111-611,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-203354,,,SPL_DUNS_FEI,
55111-612,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-203354,,,SPL_DUNS_FEI,
55111-613,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-203354,,,SPL_DUNS_FEI,
55111-614,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-203354,,,SPL_DUNS_FEI,
55111-615,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-203354,,,SPL_DUNS_FEI,
0615-8094,3008223599,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-075927,,,SPL_DUNS_FEI,
0615-8094,3010661577,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-075927,,,SPL_DUNS_FEI,
51662-1394,3002807173,"HIKMA FARMACEUTICA (PORTUGAL), S.A.",PT,ANDA-080515,,,SPL_DUNS_FEI,
76420-672,3007938603,Zydus Lifesciences Limited,IN,ANDA-205253,,,SPL_DUNS_FEI,
76420-672,3005430968,Zydus Lifesciences Limited,IN,ANDA-205253,,,SPL_DUNS_FEI,
76420-648,3007938603,Zydus Lifesciences Limited,IN,ANDA-205253,,,SPL_DUNS_FEI,
76420-648,3005430968,Zydus Lifesciences Limited,IN,ANDA-205253,,,SPL_DUNS_FEI,
76420-675,3007938603,Zydus Lifesciences Limited,IN,ANDA-205253,,,SPL_DUNS_FEI,
76420-675,3005430968,Zydus Lifesciences Limited,IN,ANDA-205253,,,SPL_DUNS_FEI,
76420-676,3007938603,Zydus Lifesciences Limited,IN,ANDA-205253,,,SPL_DUNS_FEI,
76420-676,3005430968,Zydus Lifesciences Limited,IN,ANDA-205253,,,SPL_DUNS_FEI,
72189-101,3005674517,Bora Pharmaceutical Laboratories Inc.,TW,ANDA-091281,,,SPL_DUNS_FEI,
72205-076,3011033544,MSN LABORATORIES PRIVATE LIMITED,IN,ANDA-214650,,,SPL_DUNS_FEI,
72205-075,3011033544,MSN LABORATORIES PRIVATE LIMITED,IN,ANDA-214650,,,SPL_DUNS_FEI,
72205-176,3011033544,MSN LABORATORIES PRIVATE LIMITED,IN,ANDA-214650,,,SPL_DUNS_FEI,
0143-9192,3011752908,Jingjian Shen,CN,ANDA-213987,,,SPL_DUNS_FEI,
72888-075,3008252295,Rubicon Research Limited,IN,ANDA-215725,,,ADDRESS_MATCH,
72888-201,3008252295,Rubicon Research Limited,IN,ANDA-215725,,,ADDRESS_MATCH,
72888-076,3008252295,Rubicon Research Limited,IN,ANDA-215725,,,ADDRESS_MATCH,
72189-242,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-075593,,,ADDRESS_MATCH,
72189-242,2311630,Dr. Reddy's Laboratories Limited,US,ANDA-075593,,,ADDRESS_MATCH,
50268-041,3005497507,"Unichem Laboratories Limited, India",IN,ANDA-214548,,,ADDRESS_MATCH,
71335-2002,3004672766,"Glenmark Pharmaceuticals Inc., USA",IN,ANDA-091166,,,SPL_DUNS_FEI,
63187-981,3002721084,Teva Pharmaceutical Industries Ltd.,IL,ANDA-077369,,,ADDRESS_MATCH,
63187-981,3005202697,Teva Pharmaceutical Industries Ltd.,IL,ANDA-077369,,,ADDRESS_MATCH,
65862-594,3007373532,Aurobindo Pharma Limited,IN,ANDA-202419,,,SPL_DUNS_FEI,
65862-595,3007373532,Aurobindo Pharma Limited,IN,ANDA-202419,,,SPL_DUNS_FEI,
27241-041,3006785788,Ajanta Pharma Limited,IN,ANDA-205523,,,SPL_DUNS_FEI,
27241-041,3012664809,Ajanta Pharma Limited,IN,ANDA-205523,,,SPL_DUNS_FEI,
27241-042,3006785788,Ajanta Pharma Limited,IN,ANDA-205523,,,SPL_DUNS_FEI,
27241-042,3012664809,Ajanta Pharma Limited,IN,ANDA-205523,,,SPL_DUNS_FEI,
72162-2305,3009057557,"Orient Pharma Co., Ltd.",TW,ANDA-210729,,,ADDRESS_MATCH,
68788-7767,3005139373,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,US,ANDA-201507,,,SPL_DUNS_FEI,
68071-4741,3002807742,Teva Canada Limited,CA,ANDA-061926,,,ADDRESS_MATCH,
67296-1039,1819171,"Lannett Company, Inc.",US,ANDA-040230,,,SPL_DUNS_FEI,
50090-7514,3004086192,USV Private Limited,IN,ANDA-079009,,,SPL_DUNS_FEI,
68083-527,3002647489,GLAND PHARMA LIMITED,IN,ANDA-202126,,,SPL_DUNS_FEI,
72162-2482,3004082076,"Unichem Laboratories Limited, India",IN,ANDA-090162,,,ADDRESS_MATCH,
72162-2482,3005497507,"Unichem Laboratories Limited, India",IN,ANDA-090162,,,ADDRESS_MATCH,
0404-9963,3002806521,Viatris Inc.,IE,ANDA-091623,,,ADDRESS_MATCH,
0404-9985,1021343,"Hospira, Inc.",US,ANDA-202679,,,SPL_DUNS_FEI,
63187-987,3005117563,"KVK-TECH, INC.",US,ANDA-040875,,,SPL_DUNS_FEI,
71610-541,1930436,"Nostrum Laboratories, Inc.",US,ANDA-074415,,,SPL_DUNS_FEI,
71610-541,1930436,MPP PHARMA LLC,US,ANDA-074415,,,SPL_DUNS_FEI,
58118-0177,1510690,West-Ward Columbus Inc.,US,ANDA-078633,,,SPL_DUNS_FEI,
58118-0177,1510690,Hikma Pharmaceuticals USA Inc.,US,ANDA-078633,,,SPL_DUNS_FEI,
58118-0176,1510690,West-Ward Columbus Inc.,US,ANDA-078633,,,SPL_DUNS_FEI,
58118-0176,1510690,Hikma Pharmaceuticals USA Inc.,US,ANDA-078633,,,SPL_DUNS_FEI,
65219-241,3002608066,HP Halden Pharma AS,NO,ANDA-210332,,,SPL_DUNS_FEI,
65219-243,3002608066,HP Halden Pharma AS,NO,ANDA-210332,,,SPL_DUNS_FEI,
13107-079,3011895410,Aurobindo Pharma Limited,IN,ANDA-204852,,,SPL_DUNS_FEI,
13107-079,3004021229,Aurobindo Pharma Limited,IN,ANDA-204852,,,SPL_DUNS_FEI,
13107-080,3011895410,Aurobindo Pharma Limited,IN,ANDA-204852,,,SPL_DUNS_FEI,
13107-080,3004021229,Aurobindo Pharma Limited,IN,ANDA-204852,,,SPL_DUNS_FEI,
13107-081,3011895410,Aurobindo Pharma Limited,IN,ANDA-204852,,,SPL_DUNS_FEI,
13107-081,3004021229,Aurobindo Pharma Limited,IN,ANDA-204852,,,SPL_DUNS_FEI,
13107-082,3011895410,Aurobindo Pharma Limited,IN,ANDA-204852,,,SPL_DUNS_FEI,
13107-082,3004021229,Aurobindo Pharma Limited,IN,ANDA-204852,,,SPL_DUNS_FEI,
50090-6775,3004819820,LUPIN LIMITED,IN,ANDA-090694,,,SPL_DUNS_FEI,
72189-617,3015838038,HARMAN FINOCHEM LIMITED,IN,ANDA-213320,,,SPL_DUNS_FEI,
72162-1707,3002808376,Apotex Inc.,CA,ANDA-076341,,,SPL_DUNS_FEI,
0404-9937,1021343,"Hospira, Inc.",US,ANDA-080205,,,SPL_DUNS_FEI,
0404-9937,3008316085,"Hospira, Inc.",IN,ANDA-080205,,,SPL_DUNS_FEI,
43598-358,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-208416,,,SPL_DUNS_FEI,
43598-358,3006549835,Dr. Reddy's Laboratories Limited,IN,ANDA-208416,,,SPL_DUNS_FEI,
43598-468,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-208416,,,SPL_DUNS_FEI,
43598-468,3006549835,Dr. Reddy's Laboratories Limited,IN,ANDA-208416,,,SPL_DUNS_FEI,
68084-722,3007373532,Aurobindo Pharma Limited,IN,ANDA-202632,,,SPL_DUNS_FEI,
0409-1207,1021343,"Hospira, Inc.",US,ANDA-062420,,,SPL_DUNS_FEI,
68788-4004,3002984011,Zydus Lifesciences Limited,IN,ANDA-077625,,,SPL_DUNS_FEI,
50090-5740,3008460260,UMEDICA LABORATORIES PRIVATE LIMITED,IN,ANDA-207798,,,SPL_DUNS_FEI,
72578-091,3006026405,Zydus Lifesciences Limited,IN,ANDA-205620,,,SPL_DUNS_FEI,
33342-099,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-203359,,,SPL_DUNS_FEI,
33342-100,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-203359,,,SPL_DUNS_FEI,
33342-101,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-203359,,,SPL_DUNS_FEI,
33342-103,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-203359,,,SPL_DUNS_FEI,
33342-104,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-203359,,,SPL_DUNS_FEI,
33342-105,3006363714,Macleods Pharmaceuticals Limited,IN,ANDA-203359,,,SPL_DUNS_FEI,
70518-2814,3001904238,Padagis Israel Pharmaceuticals Ltd,IL,ANDA-211786,,,ADDRESS_MATCH,
68001-317,3003950641,"InvaGen Pharmaceuticals, Inc",US,ANDA-203455,,,SPL_DUNS_FEI,
68001-318,3003950641,"InvaGen Pharmaceuticals, Inc",US,ANDA-203455,,,SPL_DUNS_FEI,
68001-319,3003950641,"InvaGen Pharmaceuticals, Inc",US,ANDA-203455,,,SPL_DUNS_FEI,
72162-2211,3002806523,Sandoz GmbH,AT,ANDA-065063,,,ADDRESS_MATCH,
51991-704,3008861619,Centaur Pharmaceuticals Private Limited,IN,ANDA-207507,,,SPL_DUNS_FEI,
51991-704,3013630102,Centaur Pharmaceuticals Private Limited,IN,ANDA-207507,,,SPL_DUNS_FEI,
51991-705,3008861619,Centaur Pharmaceuticals Private Limited,IN,ANDA-207507,,,SPL_DUNS_FEI,
51991-705,3013630102,Centaur Pharmaceuticals Private Limited,IN,ANDA-207507,,,SPL_DUNS_FEI,
51991-706,3008861619,Centaur Pharmaceuticals Private Limited,IN,ANDA-207507,,,SPL_DUNS_FEI,
51991-706,3013630102,Centaur Pharmaceuticals Private Limited,IN,ANDA-207507,,,SPL_DUNS_FEI,
51991-707,3008861619,Centaur Pharmaceuticals Private Limited,IN,ANDA-207507,,,SPL_DUNS_FEI,
51991-707,3013630102,Centaur Pharmaceuticals Private Limited,IN,ANDA-207507,,,SPL_DUNS_FEI,
70771-1493,3007938603,Zydus Lifesciences Limited,IN,ANDA-206296,,,SPL_DUNS_FEI,
70771-1494,3007938603,Zydus Lifesciences Limited,IN,ANDA-206296,,,SPL_DUNS_FEI,
68308-663,3003671557,G Production Inc,CA,,NDA021789,,SPL_DUNS_FEI,
53045-211,3010131268,"Dharma Research, Inc.",US,,,,SPL_DUNS_FEI,
55150-328,3008461619,EUGIA Pharma Specialities Limited,IN,ANDA-212456,,,SPL_DUNS_FEI,
50090-6878,3005430968,Zydus Lifesciences Limited,IN,ANDA-077614,,,SPL_DUNS_FEI,
50090-6878,3002984011,Zydus Lifesciences Limited,IN,ANDA-077614,,,SPL_DUNS_FEI,
71335-0152,3011255967,APL HEALTHCARE LIMITED,IN,ANDA-091629,,,SPL_DUNS_FEI,
71335-0152,3007373532,Aurobindo Pharma Limited,IN,ANDA-091629,,,SPL_DUNS_FEI,
71335-0152,3004021229,Aurobindo Pharma Limited,IN,ANDA-091629,,,SPL_DUNS_FEI,
82804-033,3004554612,Strides Pharma Science Limited,IN,ANDA-090456,,,ADDRESS_MATCH,
82804-033,3012423830,PharmaGend Global Medical Services Pte Ltd.,SG,ANDA-090456,,,ADDRESS_MATCH,
68083-155,3002647489,GLAND PHARMA LIMITED,IN,ANDA-206644,,,SPL_DUNS_FEI,
35573-107,3011255967,APL HEALTHCARE LIMITED,IN,ANDA-218289,,,SPL_DUNS_FEI,
63187-676,3004446312,Aurobindo Pharma Limited,IN,ANDA-065435,,,SPL_DUNS_FEI,
72189-417,3005124189,Indoco Remedies Limited,IN,ANDA-204467,,,SPL_DUNS_FEI,
72189-417,3006644152,Indoco Remedies Limited,IN,ANDA-204467,,,SPL_DUNS_FEI,
50090-6323,3004446312,Aurobindo Pharma Limited,IN,ANDA-065334,,,SPL_DUNS_FEI,
43063-589,3008307735,Hetero Labs Limited,IN,ANDA-203834,,,SPL_DUNS_FEI,
63629-4278,3004082076,"Unichem Laboratories Limited, India",IN,ANDA-079163,,,ADDRESS_MATCH,
63629-2082,1819171,"Lannett Company, Inc.",US,ANDA-078220,,,SPL_DUNS_FEI,
0168-0133,2410271,Fougera Pharmaceuticals Inc.,US,ANDA-078338,,,ADDRESS_MATCH,
25021-317,3005035920,CAPLIN STERILES LIMITED,IN,ANDA-214533,,,ADDRESS_MATCH,
0832-6078,3014576629,"Qilu Pharmaceutical Co., Ltd.",CN,ANDA-204319,,,SPL_DUNS_FEI,
0832-6078,3003802432,"Qilu Pharmaceutical Co., Ltd.",CN,ANDA-204319,,,SPL_DUNS_FEI,
0832-6079,3014576629,"Qilu Pharmaceutical Co., Ltd.",CN,ANDA-204319,,,SPL_DUNS_FEI,
0832-6079,3003802432,"Qilu Pharmaceutical Co., Ltd.",CN,ANDA-204319,,,SPL_DUNS_FEI,
0832-6080,3014576629,"Qilu Pharmaceutical Co., Ltd.",CN,ANDA-204319,,,SPL_DUNS_FEI,
0832-6080,3003802432,"Qilu Pharmaceutical Co., Ltd.",CN,ANDA-204319,,,SPL_DUNS_FEI,
0832-6081,3014576629,"Qilu Pharmaceutical Co., Ltd.",CN,ANDA-204319,,,SPL_DUNS_FEI,
0832-6081,3003802432,"Qilu Pharmaceutical Co., Ltd.",CN,ANDA-204319,,,SPL_DUNS_FEI,
0832-6082,3014576629,"Qilu Pharmaceutical Co., Ltd.",CN,ANDA-204319,,,SPL_DUNS_FEI,
0832-6082,3003802432,"Qilu Pharmaceutical Co., Ltd.",CN,ANDA-204319,,,SPL_DUNS_FEI,
0832-6083,3014576629,"Qilu Pharmaceutical Co., Ltd.",CN,ANDA-204319,,,SPL_DUNS_FEI,
0832-6083,3003802432,"Qilu Pharmaceutical Co., Ltd.",CN,ANDA-204319,,,SPL_DUNS_FEI,
50090-5571,3002808384,"Taro Pharmaceuticals U.S.A., Inc.",CA,ANDA-073193,,,SPL_DUNS_FEI,
70518-1605,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-076255,,,SPL_DUNS_FEI,
71205-718,3008861619,Centaur Pharmaceuticals Private Limited,IN,ANDA-207507,,,SPL_DUNS_FEI,
71205-718,3013630102,Centaur Pharmaceuticals Private Limited,IN,ANDA-207507,,,SPL_DUNS_FEI,
53746-879,3008223599,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-208002,,,ADDRESS_MATCH,
53746-880,3008223599,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-208002,,,ADDRESS_MATCH,
53746-082,3008223599,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-208002,,,ADDRESS_MATCH,
53746-881,3008223599,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-208002,,,ADDRESS_MATCH,
53746-882,3008223599,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-208002,,,ADDRESS_MATCH,
82009-039,3005406526,Hetero Labs Limited,IN,ANDA-203083,,,SPL_DUNS_FEI,
63187-829,3005719315,Watson Pharma Private Limited,IN,ANDA-083426,,,ADDRESS_MATCH,
42806-405,3011922870,Qingdao BAHEAL Pharmaceutical CoLtd,CN,ANDA-209993,,,SPL_DUNS_FEI,
42806-406,3011922870,Qingdao BAHEAL Pharmaceutical CoLtd,CN,ANDA-209993,,,SPL_DUNS_FEI,
0378-1140,3005587313,Viatris Inc.,IN,ANDA-076008,,,ADDRESS_MATCH,
0378-1145,3005587313,Viatris Inc.,IN,ANDA-076008,,,ADDRESS_MATCH,
0378-1150,3005587313,Viatris Inc.,IN,ANDA-076008,,,ADDRESS_MATCH,
0378-1165,3005587313,Viatris Inc.,IN,ANDA-076008,,,ADDRESS_MATCH,
0378-1175,3005587313,Viatris Inc.,IN,ANDA-076008,,,ADDRESS_MATCH,
82804-038,3004021229,Aurobindo Pharma Limited,IN,ANDA-200834,,,SPL_DUNS_FEI,
50090-6123,3010254278,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-213386,,,ADDRESS_MATCH,
50090-6123,3008223599,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-213386,,,ADDRESS_MATCH,
63323-107,3002608066,HP Halden Pharma AS,NO,ANDA-206485,,,SPL_DUNS_FEI,
33342-272,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-207314,,,SPL_DUNS_FEI,
33342-273,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-207314,,,SPL_DUNS_FEI,
64980-328,1000513191,"Lyne Laboratories, Inc.",US,ANDA-065385,,,SPL_DUNS_FEI,
50742-175,3008768274,COHANCE LIFESCIENCES LIMITED,IN,ANDA-210918,,,SPL_DUNS_FEI,
50742-176,3008768274,COHANCE LIFESCIENCES LIMITED,IN,ANDA-210918,,,SPL_DUNS_FEI,
50742-177,3008768274,COHANCE LIFESCIENCES LIMITED,IN,ANDA-210918,,,SPL_DUNS_FEI,
71335-0299,3004672766,"Glenmark Pharmaceuticals Inc., USA",IN,ANDA-091672,,,SPL_DUNS_FEI,
70518-3420,3003999190,"Zhejiang Huahai Pharmaceutical Co., Ltd.",CN,ANDA-204901,,,SPL_DUNS_FEI,
70518-3420,3025372239,Zhejiang Huahai Pharmaceutical Technology Co Ltd,CN,ANDA-204901,,,SPL_DUNS_FEI,
68788-8405,3002984011,Zydus Lifesciences Limited,IN,ANDA-040597,,,SPL_DUNS_FEI,
67046-1148,3008252295,Rubicon Research Limited,IN,ANDA-211953,,,SPL_DUNS_FEI,
63187-562,3002808376,Apotex Inc.,CA,ANDA-204197,,,SPL_DUNS_FEI,
42192-147,3006691461,"Acella Pharmaceuticals, LLC",US,,,,SPL_DUNS_FEI,
0555-1054,2434498,Barr Laboratories Inc.,US,ANDA-076356,,,ADDRESS_MATCH,
0555-1054,3000718267,Barr Laboratories LLC,US,ANDA-076356,,,ADDRESS_MATCH,
0555-1055,2434498,Barr Laboratories Inc.,US,ANDA-076135,,,ADDRESS_MATCH,
0555-1055,3000718267,Barr Laboratories LLC,US,ANDA-076135,,,ADDRESS_MATCH,
0555-1056,2434498,Barr Laboratories Inc.,US,ANDA-076135,,,ADDRESS_MATCH,
0555-1056,3000718267,Barr Laboratories LLC,US,ANDA-076135,,,ADDRESS_MATCH,
0555-1057,2434498,Barr Laboratories Inc.,US,ANDA-076135,,,ADDRESS_MATCH,
0555-1057,3000718267,Barr Laboratories LLC,US,ANDA-076135,,,ADDRESS_MATCH,
71335-0332,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-075576,,,SPL_DUNS_FEI,
55154-5059,3010453141,Viatris Inc.,IN,ANDA-070278,,,ADDRESS_MATCH,
67296-1057,2450054,L. Perrigo Company,US,ANDA-076369,,,ADDRESS_MATCH,
82982-043,3007373532,Aurobindo Pharma Limited,IN,ANDA-077206,,,SPL_DUNS_FEI,
82982-043,3004021229,Aurobindo Pharma Limited,IN,ANDA-077206,,,SPL_DUNS_FEI,
82982-043,3011895410,Aurobindo Pharma Limited,IN,ANDA-077206,,,SPL_DUNS_FEI,
55700-749,1000307689,Aveva Drug Delivery Systems Inc.,US,ANDA-077449,,,ADDRESS_MATCH,
55700-753,1000307689,Aveva Drug Delivery Systems Inc.,US,ANDA-077449,,,ADDRESS_MATCH,
55700-748,1000307689,Aveva Drug Delivery Systems Inc.,US,ANDA-077449,,,ADDRESS_MATCH,
55700-772,1000307689,Aveva Drug Delivery Systems Inc.,US,ANDA-077449,,,ADDRESS_MATCH,
